Code,Name,MainGroup,SubTags,Industry,GroupSize
6412,群電,"電子通路, 電源供應器",,"電子零件元件, 電源供應器","256, 35"
6414,樺漢,科技其他,,工業電腦,36
6415,矽力*-KY,IC設計,,"IC設計, LED驅動IC, 電源管理IC",108
6416,瑞祺電通,網通,,"網通設備, 資安設備",92
6417,韋僑,網通,,"RFID相關, 網通設備",92
6418,詠昇,"連接器, 電子通路",,"連接器, 連接線材, 電子零件元件","41, 256"
6419,京晨科,科技其他,,"安全監控, 工業電腦",36
6423,億而得,AI,"IP/ASIC, 矽智財IP","IC設計, 設計IP",40
6425,易發,"IC設計, 半導體設備, 機械",IC-其他,"IC檢測設備, 其他產業機械, 半導體製程設備, 產業機械, 設備儀器商, 面板設備","108, 109, 93"
6426,統新,光通訊,,"光纖零組件, 光通訊",46
6431,光麗-KY,光通訊,光學鏡片,"時尚產業, 美妝保養品",46
6432,今展科,被動元件,電感,"IC零組件通路商, 壓敏電阻, 被動元件, 電子通路, 電感",49
6435,大中,傳產其他,,"分離式元件, 電晶體",246
6438,迅得,半導體設備,,"PCB相關設備, 半導體製程設備, 設備儀器商",109
6441,廣錠,"半導體設備, 電動車",,"博奕機台, 工業用電池, 工業電腦, 車用充電相關, 電力設備, 電池","109, 54"
6442,光聖,"光通訊, 連接器, 電子通路",,"光纖主動元件, 光纖被動元件, 光通訊, 連接器, 電子零件元件","46, 41, 256"
6443,元晶,傳產其他,太陽能,"太陽能, 太陽能電池, 太陽能電池模組",246
6446,藥華藥,生技醫療,,"新藥研發, 生物製劑, 醫藥產業",134
6449,鈺邦,被動元件,電容,"被動元件, 鋁質電解電容",49
6451,訊芯-KY,光通訊,光通訊,"IC封裝, IC封裝測試, IC測試",46
6456,GIS-KY,面板,顯示器,"觸控面板, 面板業",91
6461,益得,生技醫療,再生醫療,"學名藥, 新藥研發, 西藥製劑, 醫藥產業",134
6462,神盾,IC設計,,"IC設計, 感測元件, 消費性IC, 生物辨識IC",108
6464,台數科,傳產其他,,"傳播事業, 有線電視",246
6465,威潤,網通,,"網通設備, 衛星導航",92
6469,大樹,"生技醫療, 電子通路",醫藥通路,"藥品通路, 醫療器材通路, 醫藥流通","134, 256"
6470,宇智,網通,,"無線網路設備系統(WLAN), 網通設備",92
6472,保瑞,生技醫療,生技醫療,"學名藥, 西藥製劑, 醫藥流通, 醫藥產業, 醫藥研發外包服務",134
6474,華豫寧,"IC設計, 電子通路",,"IC設計, IC零組件通路商, MCU, 家居用品, 系統整合, 軟體業, 鎖, 電子通路, 類比IC","108, 256"
6477,安集,傳產其他,,"太陽能, 太陽能發電, 太陽能電池模組, 電力",246
6482,弘煜科,傳產其他,,"PC遊戲, 手機遊戲, 遊戲產業",246
6485,點序,IC設計,,"FLASH記憶體IC, IC設計, SSD控制IC, 記憶卡IC",108
6486,互動,傳產其他,,"系統整合, 軟體業",246
6488,環球晶,IC代工,"晶圓材料, 次世代半導體, 矽晶圓","IC製造, 矽晶圓",31
6491,晶碩,傳產其他,視力保健,"輔助與彌補用醫材, 隱形眼鏡",246
6492,生華科,生技醫療,,"新藥研發, 醫藥產業",134
6494,九齊,IC設計,,"IC設計, MCU, 影音IC",108
6496,科懋,"生技醫療, 電子通路",醫藥通路,"學名藥, 西藥製劑, 醫療器材通路, 醫藥流通, 醫藥產業","134, 256"
6498,久禾光,光通訊,,"光學元件, 光學鏡片／頭",46
6499,益安,生技醫療,,"手術與治療用醫材, 診斷與監測用醫材, 醫學影像裝置",134
6504,南六,"生技醫療, 紡織","空污, 美容, 衛生保健","不織布, 個人保護用器材, 其他醫療器材, 工業紡織品","134, 59"
6505,台塑化,塑膠,,"塑化原料, 油品儲運／分銷, 烯烴類, 煉油, 石油及天然氣",62
6506,雙邦,化學,,"PU樹脂, 其他化工產品, 化學工業, 織布業",69
6508,惠光,生技醫療,農業生技,"化學工業, 塑化製品, 塑膠皮布, 農藥",134
6509,聚和,化學,,"傳產其他, 其他化工產品, 化學工業, 文具",69
6510,精測,封測,,"封測服務與材料, 測試用板卡",26
6512,啟發電,電子通路,其他,"消費性電子產品, 視訊轉換相關",256
6515,穎崴,封測,,"封測服務與材料, 探針、探針卡",26
6516,勤崴國際,傳產其他,,"應用軟體, 軟體業",246
6517,保勝光學,光通訊,,"光學元件, 光學鏡片／頭",46
6523,達爾膚,傳產其他,醫美保養妝品,"時尚產業, 美妝保養品",246
6525,捷敏-KY,IC設計,,IC封裝測試,108
6526,達發,IC設計,,"IC設計, 射頻前端晶片, 無線網路IC, 網路通訊IC, 衛星導航晶片組",108
6527,明達醫,生技醫療,,"診斷與監測用醫材, 醫學影像裝置",134
6530,創威,光通訊,,"光纖主動元件, 光通訊",46
6531,愛普*,記憶體,記憶體IC設計,"DRAM記憶體IC, IC設計, SRAM記憶體IC, 設計IP",27
6532,瑞耘,半導體設備,IC-半導體設備,"半導體製程設備, 設備儀器商",109
6533,晶心科,AI,"IP/ASIC, 矽智財IP","IC設計, 設計IP",40
6534,正瀚-創,"化學, 生技醫療",,"化學工業, 生物科技, 肥料, 農業生技","69, 134"
6535,順藥,生技醫療,,"新藥研發, 西藥製劑, 醫藥產業",134
6538,倉和,電子通路,其他,電子其他,256
6541,泰福-KY,生技醫療,"生技醫療, 生物相似藥","新藥研發, 生物製劑, 醫藥產業",134
6542,隆中,傳產其他,,"PC遊戲, 手機遊戲, 遊戲產業",246
6546,正基,"光通訊, 網通",,"網通設備, 通訊設備零組件","46, 92"
6547,高端疫苗,生技醫療,防疫,"生物製劑, 醫藥產業",134
6548,長科*,封測,IC-導線架,"封測服務與材料, 導線架",26
6550,北極星藥業-KY,生技醫療,"再生醫療, 生技醫療","新藥研發, 生物製劑, 醫藥產業, 醫藥研發外包服務",134
6552,易華電,IC設計,,"IC基板, 封測服務與材料",108
6556,勝品,科技其他,,"安全監控, 工業電腦",36
6558,興能高,傳產其他,,"消費用電池, 電池",246
6560,欣普羅,科技其他,,"安全監控, 工業電腦",36
6561,是方,光通訊,,"INTERNET技術與基礎設施, 通訊服務, 雲端科技, 電信／數據服務",46
6568,宏觀,"AI, 網通","矽智財IP, 衛星/低軌衛星","ASIC, IC設計, 光通訊IC, 無線網路IC","40, 92"
6569,醫揚,科技其他,,工業電腦,36
6570,維田,面板,,"工業電腦, 顯示器",91
6573,虹揚-KY,記憶體,IC-製造,"二極體, 分離式元件",27
6574,霈方,生技醫療,,"時尚產業, 美妝保養品, 醫療服務, 醫療管理服務",134
6576,逸達,生技醫療,,"新藥研發, 生物製劑, 西藥製劑, 醫藥產業",134
6577,勁豐,面板,顯示器,"工業電腦, 顯示器",91
6578,達邦蛋白,生技醫療,農業生技,"生物科技, 農業生技",134
6579,研揚,科技其他,,工業電腦,36
6581,鋼聯,傳產其他,"環境工程, 綠能環保","傳產其他, 回收焚化／掩埋清運",246
6582,申豐,橡膠,,"乳膠相關, 橡膠工業",12
6584,南俊國際,電子通路,金屬製品,"其他電子零件, 電子零件元件",256
6585,鼎基,化學,,"PU樹脂, 化學工業, 熱熔膠",69
6588,東典光電,"光通訊, 網通",,"光纖零組件, 光通訊, 物聯網裝置, 網通設備","46, 92"
6589,台康生技,生技醫療,"生技醫療, 生物相似藥","醫藥產業, 醫藥研發外包服務",134
6590,普鴻,電子通路,,"系統整合, 資訊安全, 軟體業, 電子支付",256
6591,動力-KY,散熱,散熱模組,"散熱模組, 散熱風扇馬達",16
6592,和潤企業,金融,,"汽車服務相關, 汽車融資, 租賃, 金融業",50
6593,台灣銘板,電子通路,,"傳產其他, 智慧卡相關, 電子其他",256
6596,寬宏藝術,運動休閒,文創娛樂,"休閒娛樂, 傳播事業, 影音娛樂, 文化創意產業, 陳列展覽相關",37
6597,立誠,面板,,"LED, LED散熱基板",91
6598,ABC-KY,半導體設備,生物檢測,"IVD檢驗儀器設備, 檢驗試劑／紙, 體外診斷用醫材",109
6603,富強鑫,"塑膠, 機械",,"塑膠機械, 產業機械","62, 93"
6605,帝寶,傳產其他,,"汽機車零組件, 車燈",246
6606,建德工業,機械,,"工具機, 磨床, 龍門機",93
6609,瀧澤科,機械,,"工具機, 車床",93
6612,奈米醫材,傳產其他,,"輔助與彌補用醫材, 醫用植入材料",246
6613,朋億*,半導體設備,,設備儀器商,109
6614,資拓宏宇,傳產其他,,"系統整合, 軟體業",246
6615,慧智,半導體設備,生物檢測,"生技服務, 生物科技",109
6616,特昇-KY,傳產其他,,"傢俱, 家居用品",246
6617,共信-KY,生技醫療,,"新藥研發, 西藥製劑, 醫藥產業",134
6620,漢達,生技醫療,,"學名藥, 新藥研發, 西藥製劑, 醫藥產業",134
6624,萬年清,傳產其他,"環境工程, 綠能環保","水資源, 污水處理",246
6625,必應,傳產其他,文創娛樂,"傳播事業, 影音娛樂",246
6629,泰金-KY,傳產其他,,"傳產其他, 金屬加工／製品",246
6637,醫影,生技醫療,,"醫療器材通路, 醫療管理服務, 醫藥流通",134
6640,均華,半導體設備,IC-半導體設備,"封測用設備, 設備儀器商",109
6641,基士德-KY,機械,綠能環保,"幫浦, 水資源, 水資源設備／耗材, 產業機械, 通用機械",93
6642,富致,被動元件,保護元件,"熱敏電阻, 被動元件",49
6643,M31,AI,"IP/ASIC, 矽智財IP","IC設計, 設計IP",40
6645,金萬林-創,生技醫療,,"IVD檢驗儀器設備, 檢驗試劑／紙, 生技服務, 生物科技, 體外診斷用醫材",134
6649,台生材,傳產其他,,"手術與治療用醫材, 輔助與彌補用醫材, 醫用植入材料",246
6651,全宇昕,傳產其他,,"二極體, 分離式元件, 電晶體",246
6654,天正國際,半導體設備,,設備儀器商,109
6655,科定,營建,,"建材, 木地板, 複合板",122
6657,華安,生技醫療,,"新藥研發, 檢驗試劑／紙, 生命科學工具, 診斷與監測用醫材, 醫藥產業, 體外診斷用醫材",134
6658,聯策,"PCB, 半導體設備",,"PCB相關設備, 設備儀器商","64, 109"
6661,威健生技,生技醫療,,"IVD檢驗儀器設備, 檢驗試劑／紙, 生技服務, 生物科技, 體外診斷用醫材",134
6662,樂斯科,生技醫療,生技醫療,"IVD檢驗儀器設備, 生命科學工具, 診斷與監測用醫材, 體外診斷用醫材",134
6664,群翊,建材,玻璃基板 E-Core Sys.,"PCB相關設備, 設備儀器商",18
6666,羅麗芬-KY,傳產其他,,"時尚產業, 美妝保養品, 美容",246
6667,信紘科,電子通路,,"廠務工程, 設備儀器商, 電子其他",256
6668,中揚光,"光通訊, 機械",,"光學元件, 光學鏡片／頭, 模具, 機械零組件","46, 93"
6669,緯穎,IC設計,"EMS, Oracle甲骨文","AI伺服器, ASIC伺服器, 伺服器, 電腦系統業",108
6670,復盛應用,運動休閒,高爾夫球,"運動產業, 高爾夫球桿頭",37
6671,三能-KY,傳產其他,,傳產其他,246
6672,騰輝電子-KY,面板,,"LED, LED散熱基板, 印刷電路板相關, 銅箔基板",91
6674,鋐寶科技,網通,,"接取設備, 無線網路設備系統(WLAN), 網通設備",92
6679,鈺太,IC設計,,"IC設計, MEMS, 影音IC, 感測元件, 類比IC",108
6680,鑫創電子,科技其他,,工業電腦,36
6683,雍智科技,半導體設備,IC-半導體設備,"封測服務與材料, 測試用板卡",109
6684,安格,IC設計,,"IC設計, 影音IC, 設計IP, 高速傳輸介面IC",108
6689,伊雲谷,伺服器,Oracle甲骨文,"INTERNET技術與基礎設施, 雲端科技",32
6690,安碁資訊,科技其他,,"資訊安全, 軟體業",36
6691,洋基工程,電子通路,,"廠務工程, 電子其他",256
6692,進能服,傳產其他,,"太陽能, 太陽能系統運用",246
6693,廣閎科,IC設計,,"IC設計, 分離式元件, 電晶體, 馬達IC",108
6695,芯鼎,AI,ASIC,"IC設計, 安全監控IC, 影音IC, 消費性IC",40
6697,東捷資訊,傳產其他,,"企業資源規劃, 客戶關係管理, 軟體業",246
6698,旭暉應材,"半導體設備, 電子通路",,"其他電子零件, 半導體製程設備, 設備儀器商, 電子零件元件","109, 256"
6703,軒郁,傳產其他,,"INTERNET應用與服務, 時尚產業, 美妝保養品, 電商平台",246
6706,惠特,半導體設備,,"LED設備, 半導體製程設備, 設備儀器商",109
6708,天擎,IC設計,,"IC設計, 安全監控IC",108
6712,長聖,生技醫療,再生醫療,"新藥研發, 生物製劑, 細胞治療, 醫藥產業, 醫藥研發外包服務",134
6715,嘉基,電子通路,,"THUNDERBOLT, 傳輸介面, 連接線材, 電子零件元件",256
6716,應廣,IC設計,,"IC設計, MCU",108
6719,力智,IC設計,,"IC設計, 分離式元件, 電晶體, 電源管理IC",108
6720,久昌,IC設計,,"IC設計, 分離式元件, 電晶體, 類比IC",108
6721,信實,伺服器,,"保全業, 地產, 服務業, 清潔服務, 物業管理服務",32
6722,輝創,電子通路,,"倒車雷達, 車用電子",256
6725,矽科宏晟,電子通路,,"廠務工程, 設備儀器商, 電子其他",256
6727,亞泰金屬,"PCB, 半導體設備",,"PCB相關設備, 設備儀器商","64, 109"
6728,上洋,伺服器,,"家電, 服務業, 消費者服務, 電器銷售",32
6730,常廣,生技醫療,,"其他手術器械, 其他醫療器材, 手術與治療用醫材, 醫療耗材",134
6732,昇佳電子,IC設計,,"IC設計, MEMS, 感測元件",108
6733,博晟生醫,傳產其他,,"輔助與彌補用醫材, 骨科類器材",246
6735,美達科技,IC設計,,"IC檢測設備, 設備儀器商",108
6739,竹陞科技,半導體設備,,設備儀器商,109
6741,91APP*-KY,傳產其他,,"INTERNET技術與基礎設施, 應用軟體, 軟體業, 電商服務",246
6742,澤米,電子通路,,"光學膜, 電子其他, 面板零組件",256
6743,安普新,傳產其他,,"耳機, 電聲產品",246
6751,智聯服務,傳產其他,,"系統整合, 軟體業",246
6752,叡揚,傳產其他,,"企業資源規劃, 應用軟體, 軟體業",246
6753,龍德造船,傳產其他,,造船業,246
6754,匯僑設計,營建,,"營造工程, 設計裝潢",122
6756,威鋒電子,IC設計,,"IC設計, USB, 傳輸介面, 高速傳輸介面IC",108
6757,台灣虎航,航運,,"空運, 運輸事業",31
6761,穩得,電子通路,電子元件通路,"檢測驗證服務, 被動元件, 設備儀器商, 電子元件代理商, 電子通路",256
6762,達亞,傳產其他,,手術與治療用醫材,246
6763,綠界科技*,電子通路,,"軟體業, 電子支付",256
6767,台微醫,傳產其他,,"輔助與彌補用醫材, 骨科類器材",246
6768,志強-KY,傳產其他,,"傳產其他, 鞋材",246
6770,力積電,IC代工,IC-代工,"IC製造, 晶圓代工",31
6771,平和環保-創,傳產其他,綠能環保,"水資源, 污水處理",246
6776,展碁國際,電子通路,,"3C通路商, 家電, 軟體業, 軟體通路／代理, 電器銷售, 電子通路, 電腦通路商",256
6781,AES-KY,電源供應器,"BBU, 二次電池","儲能設備, 車用鋰電池, 電池",35
6782,視陽,傳產其他,視力保健,"輔助與彌補用醫材, 隱形眼鏡",246
6785,昱展新藥,生技醫療,,"新藥研發, 醫藥產業",134
6788,華景電,半導體設備,,"半導體製程設備, 設備儀器商",109
6789,采鈺,"IC代工, IC設計",,"IC封裝測試, IC測試, IC製造, 影像感測元件, 數位相機, 晶圓代工","31, 108"
6790,永豐實,造紙,紙業,"家庭用紙, 造紙業",7
6791,虎門科技,傳產其他,,"企業資源規劃, 系統整合, 軟體業",246
6792,詠業,"網通, 被動元件, 電子通路",,"MLCC, 其他電子零件, 天線, 網通設備, 被動元件, 電子零件元件","92, 49, 256"
6794,向榮生技,生技醫療,再生醫療,"新藥研發, 生物製劑, 細胞治療, 醫藥產業, 醫藥研發外包服務",134
6796,晉弘,生技醫療,,"診斷與監測用醫材, 醫學影像裝置",134
6799,來頡,IC設計,,"IC設計, 電源管理IC",108
6803,崑鼎,傳產其他,"環境工程, 綠能環保","傳產其他, 回收焚化／掩埋清運, 控股公司",246
6804,明係,運動休閒,自行車,"自行車, 車輛整車",37
6805,富世達,電子通路,,"樞紐, 電子零件元件",256
6806,森崴能源,"半導體設備, 營建, 電機電纜",,"工程顧問, 營造工程, 配電工程, 電力公共事業, 電力設備","109, 122, 32"
6807,峰源-KY,傳產其他,,"傢俱, 家居用品",246
6811,宏碁資訊,傳產其他,,"系統整合, 軟體業",246
6821,聯寶,電子通路,,"無線充電, 變壓器, 電子零件元件",256
6823,濾能,電子通路,,電子其他,256
6829,千附精密,半導體設備,半導體元件,"半導體製程設備, 機械零組件, 設備儀器商, 面板設備, 飛機零件／製造",109
6830,汎銓,半導體設備,,"檢測驗證服務, 設備儀器商",109
6831,邁科,散熱,,"伺服器用散熱模組, 其他散熱零件, 散熱模組",16
6834,天二科技,被動元件,,"晶片電阻, 被動元件",49
6835,圓裕,"PCB, 電子通路",,"印刷電路板相關, 軟板, 連接線材, 電子零件元件","64, 256"
6838,台新藥,生技醫療,,"學名藥, 專利藥, 新藥研發, 醫藥產業",134
6840,東研信超,半導體設備,,"檢測驗證服務, 設備儀器商",109
6841,長佳智能,生技醫療,智慧醫療,智慧醫療技術,134
6843,進典,機械,,"工業閥門, 機械零組件",93
6844,諾貝兒,生技醫療,,"藥品通路, 醫療器材通路, 醫藥流通",134
6846,綠茵,食品,,"生物科技, 食品生技",61
6854,錼創科技-KY創,面板,,"LED, LED封裝, LED晶粒, LED磊晶",91
6855,數泓科,機械,其他,"手工具, 產業機械",93
6856,鑫傳,百貨零售,文創娛樂,"傳播事業, 影音娛樂, 有線電視, 無店舖販售, 電視購物",30
6859,伯特光,"光通訊, 機械",手機製造,"光學元件, 光學鏡片／頭, 模具, 機械零組件","46, 93"
6861,睿生光電,生技醫療,智慧醫療,設備儀器商,134
6862,三集瑞-KY,被動元件,,"被動元件, 電感",49
6863,永道-KY,百貨零售,"掃描器, 零售","RFID相關, 網通設備",30
6865,偉康科技,傳產其他,,"企業資源規劃, 應用軟體, 軟體業",246
6869,雲豹能源,傳產其他,,"太陽能, 太陽能發電, 太陽能系統運用, 水資源, 污水處理, 電力, 電力公共事業",246
6870,騰雲,傳產其他,,"INTERNET技術與基礎設施, 系統整合, 軟體業, 電商服務",246
6872,浩宇生醫,生技醫療,,"手術與治療用醫材, 診斷與監測用醫材, 醫學影像裝置",134
6873,泓德能源,電機電纜,智慧電網,"太陽能, 太陽能發電, 太陽能系統運用, 電力",32
6874,倍力,電子通路,,"軟體業, 軟體通路／代理",256
6875,國邑*,生技醫療,,"新藥研發, 醫藥產業",134
6877,鏵友益,"IC設計, 半導體設備",,"IC檢測設備, 半導體製程設備, 設備儀器商, 面板設備","108, 109"
6881,潤德,營建,,"營造工程, 設計裝潢",122
6884,海柏特,伺服器,,"商業服務／顧問, 服務業",32
6885,全福生技,生技醫療,,"新藥研發, 醫藥產業",134
6887,寶綠特-KY,"化學, 紡織",,"傳產其他, 化學纖維, 化纖原料, 回收焚化／掩埋清運","69, 59"
6890,來億-KY,傳產其他,,"傳產其他, 鞋材",246
6894,衛司特,半導體設備,,"傳產其他, 回收焚化／掩埋清運, 水資源, 水資源設備／耗材",109
6895,宏碩系統,半導體設備,其他,"半導體製程設備, 設備儀器商",109
6899,創為精密,面板,,"觸控面板, 面板業",91
6901,鑽石投資,金融,,"新藥研發, 生物科技, 資產管理, 醫藥產業, 金融其他, 金融業",50
6902,GOGOLOOK,傳產其他,,"應用軟體, 軟體業",246
6903,巨漢,電子通路,,"廠務工程, 電子其他",256
6904,伯鑫,機械,,"手工具, 產業機械",93
6906,現觀科,傳產其他,,"應用軟體, 軟體業",246
6907,雅特力-KY,IC設計,,"IC設計, MCU",108
6909,創控,半導體設備,,"半導體製程設備, 設備儀器商",109
6910,德鴻,伺服器,,"INTERNET技術與基礎設施, 客戶關係管理, 生物辨識相關, 系統整合, 語音辨識, 軟體業, 雲端科技",32
6913,鴻呈,電子通路,,"連接線材, 電子零件元件",256
6914,阜爾運通,傳產其他,,"停車場, 其他公用事業",246
6916,華凌,面板,,"LCM, 面板業",91
6918,愛派司,生技醫療,,"輔助與彌補用醫材, 醫療器材通路, 醫藥流通, 骨科類器材",134
6919,康霈*,食品,,"新藥研發, 生物科技, 醫藥產業, 食品生技",61
6921,嘉雨思-創,IC設計,,"IC設計, 高速傳輸介面IC",108
6922,宸曜,科技其他,,工業電腦,36
6923,中台,營建,,"傳產其他, 回收焚化／掩埋清運, 營造工程, 環保工程",122
6924,榮惠-KY創,PCB,,"印刷電路板, 印刷電路板相關",64
6925,意藍,"AI, 伺服器",,"INTERNET技術與基礎設施, 人工智慧, 應用軟體, 軟體業, 雲端科技","40, 32"
6928,攸泰科技,科技其他,,工業電腦,36
6929,佑全,生技醫療,,"藥品通路, 醫療器材通路, 醫藥流通",134
6931,青松健康,生技醫療,,"醫療服務, 醫療管理服務",134
6933,AMAX-KY,伺服器,,"伺服器, 系統整合, 軟體業, 電腦系統業",32
6934,心誠鎂,傳產其他,,"呼吸與麻醉用器具, 手術與治療用醫材",246
6936,永鴻生技,生技醫療,,"動物用藥, 生物科技, 農業生技, 醫藥產業",134
6937,天虹,建材,玻璃基板 E-Core Sys.,"半導體製程設備, 設備儀器商",18
6944,兆聯實業,半導體設備,,"水資源, 水資源設備／耗材, 污水處理",109
6949,沛爾生醫-創,生技醫療,,"新藥研發, 生物製劑, 細胞治療, 醫藥產業",134
6951,青新-創,傳產其他,,"傳產其他, 回收焚化／掩埋清運",246
6952,大武山,食品,,"蛋業, 農林漁牧, 食品加工, 餅乾製品",61
6953,家碩,半導體設備,,"半導體製程設備, 設備儀器商",109
6955,邦睿生技-創,"半導體設備, 生技醫療",,"IVD檢驗儀器設備, 體外診斷用醫材","109, 134"
6957,裕慶-KY,傳產其他,,"傳產其他, 金屬加工／製品",246
6958,日盛台駿,金融,,"汽車服務相關, 汽車融資, 租賃, 金融業",50
6961,旅天下,運動休閒,,"休閒娛樂, 旅行社",37
6962,奕力-KY,IC設計,,"IC設計, LCD驅動IC",108
6965,中傑-KY,傳產其他,,"傳產其他, 鞋材",246
6967,汎瑋材料,電子通路,,"其他電子零件, 電子元件代理商, 電子通路, 電子零件元件",256
6968,萬達寵物,食品,,"傳產其他, 寵物用品, 寵物食品, 食品加工",61
6969,成信實業*-創,傳產其他,,"傳產其他, 回收焚化／掩埋清運",246
6971,惠民實業,傳產其他,,"水利, 水資源, 污水處理",246
6982,大井泵浦,機械,,"幫浦, 產業機械",93
6988,威力暘-創,電子通路,,車用電子,256
6994,富威電力,營建,,"工程顧問, 營造工程, 電力公共事業",122
6996,力領科技,IC設計,,"IC設計, LCD驅動IC",108
6997,博弘,伺服器,,"INTERNET技術與基礎設施, 雲端科技",32
7402,邑錡,電子通路,,"攝影設備, 消費性電子產品",256
7547,碩網,AI,,"人工智慧, 應用軟體, 系統整合, 軟體業",40
7556,意德士,半導體設備,,"半導體製程設備, 設備儀器商",109
7584,樂意,傳產其他,,"PC遊戲, 手機遊戲, 遊戲產業",246
7610,聯友金屬-創,傳產其他,,"傳產其他, 回收焚化／掩埋清運",246
7631,聚賢研發-創,半導體設備,,設備儀器商,109
7642,昶瑞機電,傳產其他,,家電,246
7703,銳澤,半導體設備,,設備儀器商,109
7704,明遠精密,半導體設備,,"半導體製程設備, 設備儀器商",109
7705,三商餐飲,觀光,,"旅宿／餐飲, 餐飲",54
7708,全家餐飲,觀光,,"旅宿／餐飲, 餐飲",54
7709,榮田,機械,,"工具機, 車床, 銑床, 龍門機",93
7711,永擎,"AI, 伺服器",EMS,"AI伺服器, 主機板, 伺服器, 電腦系統業","40, 32"
7712,博盛半導體,記憶體,IC-製造,"分離式元件, 電晶體",27
7713,威力德生醫,生技醫療,,"IVD檢驗儀器設備, 智慧醫療技術, 檢驗試劑／紙, 醫療器材通路, 醫藥流通, 體外診斷用醫材",134
7714,創泓科技,網通,,"網通設備, 資安設備, 資訊安全, 軟體業, 軟體通路／代理",92
7715,裕山,營建,,"傳產其他, 回收焚化／掩埋清運, 工程顧問, 營造工程, 環保工程",122
7716,昱臺國際,航運,,"海空運承攬業, 運輸事業",31
7717,萊德光電-KY,"光通訊, 網通, 面板",,"LED, LED照明產品, 光纖被動元件, 光纖設備, 光通訊, 網通設備, 通訊設備零組件","46, 92, 91"
7718,友鋮,鋼鐵,,"線材盤元, 螺絲螺帽",41
7721,微程式,傳產其他,,"系統整合, 軟體業",246
7722,LINEPAY,電子通路,,"軟體業, 電子支付",256
7723,築間,觀光,,"旅宿／餐飲, 餐飲",54
7728,光焱科技,"IC設計, 半導體設備",IC-其他,"IC檢測設備, 半導體製程設備, 設備儀器商","108, 109"
7730,暉盛-創,半導體設備,,"PCB相關設備, 半導體製程設備, 封測用設備, 設備儀器商",109
7732,金興精密,電動車,,"汽機車零組件, 車用冷卻系統",54
7734,印能科技,"半導體設備, 封測",IC-其他,"封測用設備, 設備儀器商","109, 26"
7736,虎山,電子通路,,"汽機車零組件, 車用電子",256
7738,東聯互動,金融,,"金融其他, 金融業",50
7740,熙特爾-創,傳產其他,,"工業用電池, 電力公共事業, 電池",246
7743,金利食安,食品,,"非酒精飲料, 飲料相關",61
7744,崴寶,電子通路,EMS,"模具沖壓, 電子零件元件",256
7747,昕奇雲端,網通,,"INTERNET技術與基礎設施, 網通設備, 資安設備, 資訊安全, 軟體業, 雲端科技",92
7749,意騰-KY,IC設計,,"ASIC, IC設計, 設計IP",108
7750,新代,機械,,"工具機, 工具機主軸, 工具機控制器",93
7751,竑騰,"半導體設備, 封測",,"封測用設備, 設備儀器商","109, 26"
7753,星亞,面板,顯示器,"LED, LED照明產品, 數位看板, 顯示器",91
7757,金色三麥,觀光,,"啤酒, 旅宿／餐飲, 飲料相關, 餐飲",54
7765,中華資安,科技其他,,"資訊安全, 軟體業",36
7767,仁大資訊,傳產其他,,"系統整合, 軟體業",246
7769,鴻勁,"半導體設備, 封測",,"封測用設備, 設備儀器商","109, 26"
7770,君曜,IC設計,,"IC設計, LCD驅動IC, 觸控IC, 高速傳輸介面IC",108
7777,能率亞洲,金融,,"資產管理, 金融業",50
7780,大研生醫*,食品,,"生物科技, 食品生技",61
7782,光速火箭,伺服器,,"INTERNET應用與服務, 商業服務／顧問, 時尚產業, 服務業, 美妝保養品, 電商平台",32
7786,東方風能,機械,,"海洋工程設備, 產業機械",93
7788,松川精密,半導體設備,,"電力設備, 電氣零件與設備",109
7791,皇家可口,食品,,"乳製品, 食品加工, 麵製品相關",61
7792,安葆,"機械, 電子通路",,"UPS, 配電工程, 重電設備, 電力設備, 電子零件元件, 電機","93, 256"
7795,長廣,"PCB, 半導體設備",,"PCB相關設備, 設備儀器商","64, 109"
7799,禾榮科,半導體設備,,"手術與治療用醫材, 放射治療設備",109
7805,威聯通,半導體設備,磁碟陣列,"儲存設備, 週邊產品",109
7810,捷創科技,半導體設備,,"半導體製程設備, 設備儀器商",109
7823,奧義賽博-KY創,科技其他,,"資訊安全, 軟體業",36
8011,台通,光通訊,,"光纖光纜, 光纖被動元件, 光通訊, 通訊服務",46
8016,矽創,IC設計,,"CMOS晶片, IC設計, LCD驅動IC, MEMS, 感測元件, 手機零組件, 手機面板驅動IC, 觸控IC",108
8021,尖點,電子通路,,"印刷電路板相關, 雷射鑽孔機、鑽頭, 電子製造服務, 電腦系統業",256
8024,佑華,IC設計,,"IC設計, MCU, 影音IC, 消費性IC",108
8027,鈦昇,建材,玻璃基板 E-Core Sys.,"半導體製程設備, 封測用設備, 設備儀器商",18
8028,昇陽半導體,IC代工,,"IC製造, 矽晶圓",31
8032,光菱,"IC設計, 電子通路",,"IC零組件通路商, 電子元件代理商, 電子通路","108, 256"
8033,雷虎,傳產其他,消費電子,"傳產其他, 動力手術器具, 手術與治療用醫材, 玩具, 航天軍工, 航空器、飛機",246
8034,榮群,網通,,"接取設備, 網通設備",92
8038,長園科,傳產其他,"二次電池, 寧德時代","工業用電池, 正極材料, 電池, 電池材料相關",246
8039,台虹,PCB,銅箔基板,"印刷電路板相關, 軟板基板",64
8040,九暘,IC設計,,"IC設計, 無線網路IC, 網路通訊IC",108
